"1602.09017","Tobias Rindlisbacher","Tobias Rindlisbacher, Oscar Akerlund and Philippe de Forcrand","Sampling of General Correlators in Worm Algorithm-based Simulations","43 pages, 15 figures","Nucl. Phys. B909 (2016) 542-583","10.1016/j.nuclphysb.2016.05.026","CERN-TH-2016-056","hep-lat","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Using the complex $\phi^4$-model as a prototype for a system which is
simulated by a worm algorithm, we show that not only the charged correlator
$<\phi^{*}(x)\phi(y)>$, but also more general correlators such as
$<|\phi(x)||\phi(y)|>$ or $<\text{arg}(\phi(x))\text{arg}(\phi(y))>$, as well
as condensates like $<|\phi|>$, can be measured at every step of the Monte
Carlo evolution of the worm instead of on closed-worm configurations only. The
method generalizes straightforwardly to other systems simulated by worms, such
as spin or sigma models.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 16:05:20 GMT""},{""version"":""v2"",""created"":""Thu, 17 Mar 2016 11:12:41 GMT""},{""version"":""v3"",""created"":""Sun, 19 Jun 2016 07:08:43 GMT""}]","2016-08-15"
"1603.00125","DongSeon Hwang","R.V. Gurjar, DongSeon Hwang, Sagar Kolte","A Note on Rational Cuspidal curves on $\mathbb{Q}$-Homology Projective
  Planes","14 Pages. Some errors corrected. arXiv admin note: text overlap with
  arXiv:1512.08840",,,,"math.AG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We generalize results by Wakabayashi and Orevkov about rational cuspidal
curves on the projective plane to that on $\mathbb{Q}$-homology projective
planes. It turns out that the result is exactly the same as the projective
plane case under suitable assumptions. We also provide examples which
demonstrate sharpness of the results. The ambient surface is singular in these
examples.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 03:26:51 GMT""},{""version"":""v2"",""created"":""Thu, 25 May 2017 07:02:13 GMT""}]","2017-05-26"
"1603.00126","Khashayar Khosravi","John C. Duchi, Khashayar Khosravi and Feng Ruan","Multiclass Classification, Information, Divergence, and Surrogate Risk",,,,,"math.ST cs.IT math.IT stat.TH","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We provide a unifying view of statistical information measures, multi-way
Bayesian hypothesis testing, loss functions for multi-class classification
problems, and multi-distribution $f$-divergences, elaborating equivalence
results between all of these objects, and extending existing results for binary
outcome spaces to more general ones. We consider a generalization of
$f$-divergences to multiple distributions, and we provide a constructive
equivalence between divergences, statistical information (in the sense of
DeGroot), and losses for multiclass classification. A major application of our
results is in multi-class classification problems in which we must both infer a
discriminant function $\gamma$---for making predictions on a label $Y$ from
datum $X$---and a data representation (or, in the setting of a hypothesis
testing problem, an experimental design), represented as a quantizer
$\mathsf{q}$ from a family of possible quantizers $\mathsf{Q}$. In this
setting, we characterize the equivalence between loss functions, meaning that
optimizing either of two losses yields an optimal discriminant and quantizer
$\mathsf{q}$, complementing and extending earlier results of Nguyen et. al. to
the multiclass case. Our results provide a more substantial basis than standard
classification calibration results for comparing different losses: we describe
the convex losses that are consistent for jointly choosing a data
representation and minimizing the (weighted) probability of error in multiclass
classification problems.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 03:28:27 GMT""},{""version"":""v2"",""created"":""Sun, 10 Sep 2017 20:27:00 GMT""}]","2017-09-12"
"1603.00127","Andrew Kobach","Andrew Kobach","Gravitational Effects on Measurements of the Muon Dipole Moments","5 pages; corrected calculation, qualitative results unchanged",,"10.1016/j.nuclphysb.2016.08.011",,"hep-ph hep-ex","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  If the technology for muon storage rings one day permits sensitivity to
precession at the order of $10^{-8}$ Hz, the local gravitational field of Earth
can be a dominant contribution to the precession of the muon, which, if
ignored, can fake the signal for a nonzero muon electric dipole moment (EDM).
Specifically, the effects of Earth's gravity on the motion of a muon's spin is
indistinguishable from it having a nonzero EDM of magnitude $d_\mu \sim
10^{-29}$ e cm in a storage ring with vertical magnetic field of $\sim$ 1 T,
which is significantly larger than the expected upper limit in the Standard
Model, $d_\mu \lesssim 10^{-36}$ e cm. As a corollary, measurements of Earth's
local gravitational field using stored muons would be a unique test to
distinguish classical gravity from general relativity with a bonafide quantum
mechanical entity, i.e., an elementary particle's spin.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 03:40:42 GMT""},{""version"":""v2"",""created"":""Thu, 14 Apr 2016 14:15:55 GMT""}]","2016-09-21"
"1603.00128","Yanwei Pang","Xiaoheng Jiang, Yanwei Pang, Manli Sun, and Xuelong Li","Cascaded Subpatch Networks for Effective CNNs",,,,,"cs.CV","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Conventional Convolutional Neural Networks (CNNs) use either a linear or
non-linear filter to extract features from an image patch (region) of spatial
size $ H\times W $ (Typically, $ H $ is small and is equal to $ W$, e.g., $ H $
is 5 or 7). Generally, the size of the filter is equal to the size $ H\times W
$ of the input patch. We argue that the representation ability of equal-size
strategy is not strong enough. To overcome the drawback, we propose to use
subpatch filter whose spatial size $ h\times w $ is smaller than $ H\times W $.
The proposed subpatch filter consists of two subsequent filters. The first one
is a linear filter of spatial size $ h\times w $ and is aimed at extracting
features from spatial domain. The second one is of spatial size $ 1\times 1 $
and is used for strengthening the connection between different input feature
channels and for reducing the number of parameters. The subpatch filter
convolves with the input patch and the resulting network is called a subpatch
network. Taking the output of one subpatch network as input, we further repeat
constructing subpatch networks until the output contains only one neuron in
spatial domain. These subpatch networks form a new network called Cascaded
Subpatch Network (CSNet). The feature layer generated by CSNet is called csconv
layer. For the whole input image, we construct a deep neural network by
stacking a sequence of csconv layers. Experimental results on four benchmark
datasets demonstrate the effectiveness and compactness of the proposed CSNet.
For example, our CSNet reaches a test error of $ 5.68\% $ on the CIFAR10
dataset without model averaging. To the best of our knowledge, this is the best
result ever obtained on the CIFAR10 dataset.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 03:44:49 GMT""}]","2016-03-02"
"1603.00129","Brian Davey","Brian A. Davey, Charles T. Gray and Jane G. Pitkethly","The homomorphism lattice induced by a finite algebra",,,,,"math.RA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Each finite algebra $\mathbf A$ induces a lattice~$\mathbf L_{\mathbf A}$ via
the quasi-order~$\to$ on the finite members of the variety generated
by~$\mathbf A$, where $\mathbf B \to \mathbf C$ if there exists a homomorphism
from $\mathbf B$ to~$\mathbf C$. In this paper, we introduce the question:
`Which lattices arise as the homomorphism lattice $\mathbf L_{\mathbf A}$
induced by a finite algebra $\mathbf A$?' Our main result is that each finite
distributive lattice arises as~$\mathbf L_{\mathbf Q}$, for some quasi-primal
algebra~$\mathbf Q$. We also obtain representations of some other classes of
lattices as homomorphism lattices, including all finite partition lattices, all
finite subspace lattices and all lattices of the form $\mathbf L\oplus \mathbf
1$, where $\mathbf L$ is an interval in the subgroup lattice of a finite group.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 03:50:03 GMT""},{""version"":""v2"",""created"":""Mon, 19 Dec 2016 03:28:20 GMT""}]","2016-12-20"
"1603.00130","Yueling Yang","Junfeng Sun, Lili Chen, Qin Chang, Jinshu Huang, Yueling Yang","$J/{\psi}$ ${\to}$ $DP$, $DV$ decays in the QCD factorization approach","17 pages. arXiv admin note: text overlap with arXiv:1504.01286","Int. J. Mod. Phys. A30, 1550094 (2015)","10.1142/S0217751X15500943",,"hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Motivated by the recent measurements on nonleptonic $J/{\psi}$ weak decays at
BESIII and the potential prospects of $J/{\psi}$ meson at the high-luminosity
heavy-flavor experiments, the branching ratios of the two-body nonleptonic
$J/{\psi}$ ${\to}$ $DP$, $DV$ decays are estimated quantitatively by
considering the QCD radiative corrections to hadronic matrix elements with the
QCD factorization approach. It is found that the Cabibbo favored $J/{\psi}$
${\to}$ $D_{s}^{-}{\rho}^{+}$, $D_{s}^{-}{\pi}^{+}$,
$\overline{D}_{u}^{0}\overline{K}^{{\ast}0}$ decays have branching ratios
${\gtrsim}$ $10^{-10}$, which might be promisingly detectable in the near
future.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 04:04:07 GMT""}]","2016-03-06"
"1603.00131","Kamala Sundararaman","B. Kamala, B. Priya, J. M. Nandhini","Platform Autonomous Custom Scalable Service using Service Oriented Cloud
  Computing Architecture","IJERA","International Journal of Engineering Research and Applications
  (IJERA) ISSN: 2248-9622,Vol. 2, Issue 2,Mar-Apr 2012, pp.1467-1471",,,"cs.DC","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The global economic recession and the shrinking budget of IT projects have
led to the need of development of integrated information systems at a lower
cost. Today, the emerging phenomenon of cloud computing aims at transforming
the traditional way of computing by providing both software applications and
hardware resources as a service. With the rapid evolution of Information
Communication Technology (ICT) governments, organizations and businesses are
looking for solutions to improve their services and integrate their IT
infrastructures. In recent years advanced technologies such as SOA and Cloud
computing have been evolved to address integration problems. The Clouds
enormous capacity with comparable low cost makes it an ideal platform for SOA
deployment. This paper deals with the combined approach of Cloud and Service
Oriented Architecture along with a Case Study and a review.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 04:10:24 GMT""}]","2016-03-02"
"1603.00132","Zexi Hu","Zexi Hu, Yuefang Gao, Dong Wang, Xuhong Tian","A Universal Update-pacing Framework For Visual Tracking","Submitted to ICIP 2016",,,,"cs.CV","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  This paper proposes a novel framework to alleviate the model drift problem in
visual tracking, which is based on paced updates and trajectory selection.
Given a base tracker, an ensemble of trackers is generated, in which each
tracker's update behavior will be paced and then traces the target object
forward and backward to generate a pair of trajectories in an interval. Then,
we implicitly perform self-examination based on trajectory pair of each tracker
and select the most robust tracker. The proposed framework can effectively
leverage temporal context of sequential frames and avoid to learn corrupted
information. Extensive experiments on the standard benchmark suggest that the
proposed framework achieves superior performance against state-of-the-art
trackers.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 04:12:41 GMT""}]","2016-03-02"
"1603.00133","Rongrong Qian","Rongrong Qian and Yuan Qi","Asymptotic Analysis of Random Lattices in High Dimensions","22 pages, 2 figures",,,,"cs.IT math.IT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  This paper presents the asymptotic analysis of random lattices in high
dimensions to clarify the distance properties of the considered lattices. These
properties not only indicate the asymptotic value for the distance between any
pair of lattice points in high-dimension random lattices, but also describe the
convergence behavior of how the asymptotic value approaches the exact distance.
The asymptotic analysis further prompts new insights into the asymptotic
behavior of sphere-decoding complexity and the pairwise error probability (PEP)
with maximum-likelihood (ML) detector for a large number of antennas.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 04:17:20 GMT""}]","2016-03-02"
"1603.00134","Xiheng Shi","Xiheng Shi, Hongyan Zhou, Xinwen Shu, Shaohua Zhang, Tuo Ji, Xiang
  Pan, Luming Sun, Wen Zhao, Lei Hao","Broad Balmer Absorption Line Variability: Evidence of Gas Transverse
  Motion in the QSO SDSS J125942.80+121312.6",,,"10.3847/0004-637X/819/2/99",,"astro-ph.GA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We report on the discovery of broad Balmer absorption lines variability in
the QSO SDSS J125942.80+121312.6, based on the optical and near-infrared
spectra taken from the SDSS-I, SDSS-III Baryon Oscillation Spectroscopic Survey
(BOSS), and TripleSpec observations over a timescale of 5.8 years in the QSO's
rest-frame. The blueshifted absorption profile of H$\beta$ shows a variation of
more than 5$\sigma$ at a high velocity portion ($>3000\ \mathrm{km\ s}^{-1}$)
of the trough. We perform a detailed analysis for the physical conditions of
the absorber using Balmer lines as well as metastable He I and optical Fe II
absorptions ($\lambda 4233$ from b$^4$P$_{5/2}$ level and $\lambda 5169$ from
a$^6$S$_{5/2}$) at the same velocity. These Fe II lines are identified in the
QSO spectra for the first time. According to the photoionization simulations,
we estimate a gas density of $n(\mathrm{H})\approx 10^{9.1}\ \mathrm{cm}^{-3}$
and a column density of $N_{\mathrm{col}}(\mathrm{H})\approx 10^{23}\
\mathrm{cm}^{-2}$ for the BOSS data, but the model fails to predict the
variations of ionic column densities between the SDSS and BOSS observations if
changes in ionizing flux are assumed. We thus propose transverse motion of the
absorbing gas being the cause of the observed broad Balmer absorption line
variability. In fact, we find that the changes in covering factors of the
absorber can well-reproduce all of the observed variations. The absorber is
estimated $\sim 0.94$ pc away from the central engine, which is where the
outflow likely experiences deceleration due to the collision with the
surrounding medium. This scheme is consistent with the argument that LoBAL QSOs
may represent the transition from obscured star-forming galaxies to classic
QSOs.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 04:20:32 GMT""}]","2016-03-16"
"1603.00135","Maxim Gorlach","Maxim A. Gorlach, Tatiana A. Voytova, Mikhail Lapine, Yuri S. Kivshar
  and Pavel A. Belov","Nonlocal homogenization for nonlinear metamaterials",,"Phys. Rev. B 93, 165125 (2016)","10.1103/PhysRevB.93.165125",,"physics.optics cond-mat.mes-hall cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We present a consistent theoretical approach for calculating effective
nonlinear susceptibilities of metamaterials taking into account both frequency
and spatial dispersion. Employing the discrete dipole model, we demonstrate
that effects of spatial dispersion become especially pronounced in the vicinity
of effective permittivity resonance where nonlinear susceptibilities reach
their maxima. In that case spatial dispersion may enable simultaneous
generation of two harmonic signals with the same frequency and polarization but
different wave vectors. We also prove that the derived expressions for
nonlinear susceptibilities transform into the known form when spatial
dispersion effects are negligible. In addition to revealing new physical
phenomena, our results provide useful theoretical tools for analysing resonant
nonlinear metamaterials.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 04:27:24 GMT""}]","2016-04-27"
"1603.00136","Banibrata Mukhopadhyay","Banibrata Mukhopadhyay","Exploring a missing link between peculiar, sub- and super-Chandrasekhar
  type Ia supernovae by modifying Einstein's gravity","6 pages including 1 figure; to appear in the Proceedings of 14th
  Marcel Grossman Meeting (MG14), Rome, Italy, 12-18 July 2015; based on the
  talk given in the meeting in the session AT1",,,,"astro-ph.HE gr-qc","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Observations of several peculiar, under- and over-luminous type Ia supernovae
(SNeIa) argue for exploding masses widely different from the
Chandrasekhar-limit. We explore the modification to Einstein's gravity in white
dwarfs for the first time in the literature, which shows that depending on the
(density dependent) modified gravity parameter $\alpha$, chosen for the present
purpose of representation, limiting mass of white dwarfs could be significantly
sub- as well as super-Chandrasekhar. Hence, this unifies the apparently
disjoint classes of SNeIa, establishing the importance of modified Einstein's
gravity in white dwarfs. Our discovery questions both the global validity of
Einstein's gravity and the uniqueness of Chandrasekhar's limit.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 04:37:32 GMT""}]","2016-03-02"
"1603.00137","Benjamin Armbruster","Benjamin Armbruster","A Short Proof of Strassen's Theorem Using Convex Analysis",,,,,"math.PR math.OC","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We give a simple proof of Strassen's theorem on stochastic dominance using
linear programming duality, without requiring measure-theoretic arguments. The
result extends to generalized inequalities using conic optimization duality and
provides an additional, intuitive optimization formulation for stochastic
dominance.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 04:41:53 GMT""}]","2016-03-02"
"1603.00138","Banibrata Mukhopadhyay","Banibrata Mukhopadhyay and Koushik Chatterjee","Removal of angular momentum by strong magnetic field stresses in
  advective accretion flows around black holes","6 pages including 2 figures; to appear in the Proceedings of 14th
  Marcel Grossman Meeting (MG14), Rome, Italy, 12-18 July 2015; based on the
  talk given in the meeting in the session AC2",,,,"astro-ph.HE","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We show that the removal of angular momentum is possible in the presence of
large scale magnetic stresses, arisen by fields much stronger than that
required for magnetorotational instability, in geometrically thick, advective,
sub-Keplerian accretion flows around black holes in steady-state, in the
complete absence of alpha-viscosity. The efficiency of such angular momentum
transfer via Maxwell stress, with the field well below its equipartition value,
could be equivalent to that of alpha-viscosity, arisen via Reynolds stress,
with $\alpha=0.01-0.08$. We find in our simpler vertically averaged advective
disk model that stronger the magnetic field and/or larger the vertical-gradient
of azimuthal component of magnetic field, stronger the rate of angular momentum
transfer is, which in turn may lead to a faster rate of outflowing matter,
which has important implications to describe the hard spectral states of black
hole sources. When the generic origin of alpha-viscosity is still being
explored, mechanism of efficient angular momentum transfer via magnetic
stresses alone is very interesting.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 04:43:03 GMT""}]","2016-03-02"
"1603.00139","Kathryn Lindsey","Kathryn A. Lindsey","Shapes of polynomial Julia sets, revisited","5 pages",,,,"math.DS","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Any finite union of disjoint, mutually exterior Jordan curves in the complex
plane can be approximated arbitrarily well in the Hausdorff topology by
polynomial Julia sets. Furthermore, the proof is constructive.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 04:45:10 GMT""}]","2016-03-02"
"1603.00140","Banibrata Mukhopadhyay","Banibrata Mukhopadhyay, Rumen Bachev, Anton Strigachev","A search for chaos in the blazar: W2R 1926+42 and its possible
  consequence","6 pages including 3 figures; to appear in the Proceedings of 14th
  Marcel Grossman Meeting (MG14), Rome, Italy, 12-18 July 2015; based on the
  talk given in the meeting in the session GN2",,,,"astro-ph.HE astro-ph.GA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We search for low-dimensional chaotic signatures in the optical lightcurve of
the $Kepler$ field blazar W2R 1926+42. The frequently used correlation integral
method is employed in our analysis. We find no apparent evidence for the
presence of low-dimensional chaos in the lightcurve. If further confirmed,
these results could be of importance for modeling the blazar emission
mechanisms.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 04:48:35 GMT""}]","2016-03-02"
"1603.00141","Banibrata Mukhopadhyay","Banibrata Mukhopadhyay and A. R. Rao","Soft gamma-ray repeaters and anomalous X-ray pulsars as highly
  magnetized white dwarfs","6 pages including 1 figure; to appear in the Proceedings of 14th
  Marcel Grossman Meeting (MG14), Rome, Italy, 12-18 July 2015; based on the
  talk given in the meeting in the session WD2",,,,"astro-ph.SR astro-ph.HE","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We show that the soft gamma-ray repeaters (SGRs) and anomalous X-ray pulsars
(AXPs) can be explained as recently proposed highly magnetized white dwarfs
(B-WDs). The radius and magnetic field of B-WDs are perfectly adequate to
explain energies in SGRs/AXPs as the rotationally powered energy. While the
highly magnetized neutron stars require an extra, observationally not well
established yet, source of energy, the magnetized white dwarfs, yet following
Chandrasekhar's theory (C-WDs), exhibit large ultra-violet luminosity which is
observationally constrained from a strict upper limit.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 04:53:38 GMT""}]","2016-03-02"
"1603.00142","Fernando Camilo","F. Camilo, J. E. Reynolds, S. M. Ransom, J. P. Halpern, S. Bogdanov,
  M. Kerr, P. S. Ray, J. M. Cordes, J. Sarkissian, E. D. Barr, and E. C.
  Ferrara","Discovery of a millisecond pulsar in the 5.4 day binary 3FGL
  J1417.5-4402: observing the late phase of pulsar recycling","ApJ, accepted, 7 pages, 3 figures",,"10.3847/0004-637X/820/1/6",,"astro-ph.SR astro-ph.HE","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In a search of the unidentified Fermi gamma-ray source 3FGL J1417.5-4402 with
the Parkes radio telescope, we discovered PSR J1417-4402, a 2.66 ms pulsar
having the same 5.4 day orbital period as the optical and X-ray binary
identified by Strader et al. The existence of radio pulsations implies that the
neutron star is currently not accreting. Substantial outflows from the
companion render the radio pulsar undetectable for more than half of the orbit,
and may contribute to the observed Halpha emission. Our initial pulsar
observations, together with the optically inferred orbit and inclination, imply
a mass ratio of 0.171+/-0.002, a companion mass of M_2=0.33+/-0.03 Msun, and a
neutron star mass in the range 1.77<M_1<2.13 Msun. However, there remains a
discrepancy between the distance of 4.4 kpc inferred from the optical
properties of the companion and the smaller radio dispersion measure distance
of 1.6 kpc. The smaller distance would reduce the inferred Roche-lobe filling
factor, increase the inferred inclination angle, and decrease the masses. As a
wide binary, PSR J1417-4402 differs from the radio-eclipsing black widow and
redback pulsars being discovered in large numbers by Fermi. It is probably a
system that began mass transfer onto the neutron star after the companion star
left the main sequence. The companion should end its evolution as a He white
dwarf in a 6-20 day orbit, i.e., as a typical binary millisecond pulsar
companion.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 05:10:35 GMT""}]","2016-03-23"
"1603.00143","Sujit Kumar Nath","Sujit K. Nath and Banibrata Mukhopadhyay","Emergence of nonlinearity and plausible turbulence in accretion disks
  via hydromagnetic transient growth faster than magnetorotational instability","6 pages including 1 figure; to appear in the Proceedings of 14th
  Marcel Grossman Meeting (MG14), Rome, Italy, 12-18 July 2015; based on the
  talk given in the meeting in the session AC2",,,,"astro-ph.HE","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We investigate the evolution of hydromagnetic perturbations in a small
section of accretion disks. It is known that molecular viscosity is negligible
in accretion disks. Hence, it has been argued that Magnetorotational
Instability (MRI) is responsible for transporting matter in the presence of
weak magnetic field. However, there are some shortcomings, which question
effectiveness of MRI. Now the question arises, whether other hydromagnetic
effects, e.g. transient growth (TG), can play an important role to bring
nonlinearity in the system, even at weak magnetic fields. Otherwise, whether
MRI or TG, which is primarily responsible to reveal nonlinearity to make the
flow turbulent? Our results prove explicitly that the flows with high Reynolds
number (Re), which is the case of realistic astrophysical accretion disks,
exhibit nonlinearity by best TG of perturbation modes faster than that by best
modes producing MRI. For a fixed wavevector, MRI dominates over transient
effects, only at low Re, lower than its value expected to be in astrophysical
accretion disks, and low magnetic fields. This seriously questions (overall)
persuasiveness of MRI in astrophysical accretion disks.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 05:15:09 GMT""}]","2016-03-02"
"1603.00144","Yuhei Sekiguchi","Yuhei Sekiguchi, Yusuke Komura, Shota Mishima, Touta Tanaka, Naeko
  Niikura and Hideo Kosaka","Geometric spin echo under zero field",,"Nature Communications 7, 11668 (2016)","10.1038/ncomms11668",,"quant-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Spin echo is a fundamental tool for quantum registers and biomedical imaging.
It is believed that a strong magnetic field is needed for the spin echo to
provide long memory and high resolution since a degenerate spin cannot be
controlled or addressed under a zero magnetic field. While a degenerate spin is
never subject to dynamic control, it is still subject to geometric control.
Here we show the spin echo of a degenerate spin subsystem, which is
geometrically controlled via a mediating state split by the crystal field, in a
nitrogen vacancy center in diamond. The demonstration reveals that the
degenerate spin is protected by inherent symmetry breaking called zero-field
splitting. The geometric spin echo under zero field provides an ideal way to
maintain the coherence without any dynamics, thus opening the way to
pseudo-static quantum random access memory and non-invasive biosensors.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 05:19:51 GMT""},{""version"":""v2"",""created"":""Fri, 27 May 2016 02:44:32 GMT""}]","2016-05-30"
"1603.00145","Shifeng Liu","Shifeng Liu, Zheng Hu, Sujit Dey and Xin Ke","On Tie Strength Augmented Social Correlation for Inferring Preference of
  Mobile Telco Users","This paper has been modified and the writing may make reader confused",,,,"cs.SI cs.IR cs.LG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  For mobile telecom operators, it is critical to build preference profiles of
their customers and connected users, which can help operators make better
marketing strategies, and provide more personalized services. With the
deployment of deep packet inspection (DPI) in telecom networks, it is possible
for the telco operators to obtain user online preference. However, DPI has its
limitations and user preference derived only from DPI faces sparsity and cold
start problems. To better infer the user preference, social correlation in
telco users network derived from Call Detailed Records (CDRs) with regard to
online preference is investigated. Though widely verified in several online
social networks, social correlation between online preference of users in
mobile telco networks, where the CDRs derived relationship are of less social
properties and user mobile internet surfing activities are not visible to
neighbourhood, has not been explored at a large scale. Based on a real world
telecom dataset including CDRs and preference of more than $550K$ users for
several months, we verified that correlation does exist between online
preference in such \textit{ambiguous} social network. Furthermore, we found
that the stronger ties that users build, the more similarity between their
preference may have. After defining the preference inferring task as a Top-$K$
recommendation problem, we incorporated Matrix Factorization Collaborative
Filtering model with social correlation and tie strength based on call patterns
to generate Top-$K$ preferred categories for users. The proposed Tie Strength
Augmented Social Recommendation (TSASoRec) model takes data sparsity and cold
start user problems into account, considering both the recorded and missing
recorded category entries. The experiment on real dataset shows the proposed
model can better infer user preference, especially for cold start users.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 05:20:47 GMT""},{""version"":""v2"",""created"":""Fri, 9 Dec 2016 22:06:05 GMT""}]","2016-12-13"
"1603.00146","Yu Zhang","Yu Zhang, Stephen Wistar, Jia Li, Michael Steinberg, and James Z. Wang","Storm Detection by Visual Learning Using Satellite Images",,,"10.1109/TGRS.2016.2618929",,"cs.CV","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Computers are widely utilized in today's weather forecasting as a powerful
tool to leverage an enormous amount of data. Yet, despite the availability of
such data, current techniques often fall short of producing reliable detailed
storm forecasts. Each year severe thunderstorms cause significant damage and
loss of life, some of which could be avoided if better forecasts were
available. We propose a computer algorithm that analyzes satellite images from
historical archives to locate visual signatures of severe thunderstorms for
short-term predictions. While computers are involved in weather forecasts to
solve numerical models based on sensory data, they are less competent in
forecasting based on visual patterns from satellite images. In our system, we
extract and summarize important visual storm evidence from satellite image
sequences in the way that meteorologists interpret the images. In particular,
the algorithm extracts and fits local cloud motion from image sequences to
model the storm-related cloud patches. Image data from the year 2008 have been
adopted to train the model, and historical thunderstorm reports in continental
US from 2000 through 2013 have been used as the ground-truth and priors in the
modeling process. Experiments demonstrate the usefulness and potential of the
algorithm for producing more accurate thunderstorm forecasts.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 05:26:59 GMT""}]","2017-03-08"
"1603.00147","Guangzhe Fan","Guangzhe Fan, Henan Wu and Bo Yu","Loop W(a,b) Lie conformal algebra","12 pages",,,,"math.RA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Fix $a,b\in\C$, let $LW(a,b)$ be the loop $W(a,b)$ Lie algebra over $\C$ with
basis $\{L_{\a,i},I_{\b,j} \mid \a,\b,i,j\in\Z\}$ and relations
$[L_{\a,i},L_{\b,j}]=(\a-\b)L_{\a+\b,i+j},
[L_{\a,i},I_{\b,j}]=-(a+b\a+\b)I_{\a+\b,i+j},[I_{\a,i},I_{\b,j}]=0$, where
$\a,\b,i,j\in\Z$. In this paper, a formal distribution Lie algebra of $LW(a,b)$
is constructed. Then the associated conformal algebra $CLW(a,b)$ is studied,
where $CLW(a,b)$ has a $\C[\partial]$-basis $\{L_i,I_j\,|\,i,j\in\Z\}$ with
$\lambda$-brackets $[L_i\, {}_\lambda \, L_j]=(\partial+2\lambda) L_{i+j},
[L_i\, {}_\lambda \, I_j]=(\partial+(1-b)\lambda) I_{i+j}$ and $[I_i\,
{}_\lambda \, I_j]=0$. In particular, we determine the conformal derivations
and rank one conformal modules of this conformal algebra. Finally, we study the
central extensions and extensions of conformal modules.
","[{""version"":""v1"",""created"":""Tue, 1 Mar 2016 05:27:49 GMT""},{""version"":""v2"",""created"":""Tue, 10 May 2016 14:45:03 GMT""}]","2016-05-11"
